interval_begin,interval_end,edge_id,edge_speed,edge_density,edge_laneDensity,edge_left,edge_occupancy,edge_traveltime,edge_waitingTime,edge_entered
21600.0,22200.0,-2651,,,,0,,,,0
21600.0,22200.0,-26510,6.46,0.61,0.61,2,0.48,8.37,0.0,2
21600.0,22200.0,-26511,7.63,0.46,0.46,2,0.22,10.79,0.0,2
21600.0,22200.0,-26512,,,,0,,,,0
21600.0,22200.0,-26513,6.83,0.24,0.24,1,0.31,5.4,0.0,0
21600.0,22200.0,-26514,10.98,1.73,1.73,10,0.92,3.57,0.0,10
21600.0,22200.0,-26515,15.09,5.48,5.48,42,2.55,1.99,0.0,41
21600.0,22200.0,-26516,7.97,0.64,0.64,3,0.31,20.99,0.0,2
21600.0,22200.0,-26517,8.9,0.19,0.19,1,0.09,17.78,0.0,0
21600.0,22200.0,-26518,8.51,0.81,0.81,4,0.39,13.0,0.0,3
21600.0,22200.0,-26519,7.54,0.56,0.56,2,0.27,31.84,0.0,1
21600.0,22200.0,-2652,7.48,0.48,0.24,2,0.11,9.48,0.0,2
21600.0,22200.0,-26520,8.63,0.19,0.19,1,0.09,17.6,0.0,0
21600.0,22200.0,-26521,,,,0,,,,0
21600.0,22200.0,-26522,5.31,0.31,0.31,1,0.15,18.13,0.0,0
21600.0,22200.0,-26523,12.22,0.28,0.28,2,0.13,10.2,0.0,2
21600.0,22200.0,-26524,,,,0,,,,0
21600.0,22200.0,-26525,,,,0,,,,0
21600.0,22200.0,-26526,16.35,0.94,0.94,9,0.46,10.28,0.0,8
21600.0,22200.0,-26527,7.14,0.24,0.24,1,0.12,21.03,0.0,1
21600.0,22200.0,-26528,,,,0,,,,0
21600.0,22200.0,-26529,,,,0,,,,0
21600.0,22200.0,-2653,6.25,0.31,0.16,1,0.07,4.6,0.0,1
21600.0,22200.0,-26530,7.2,0.23,0.23,1,0.11,10.73,0.0,0
21600.0,22200.0,-26531,,,,0,,,,0
21600.0,22200.0,-26532,,,,0,,,,0
21600.0,22200.0,-26533,,,,0,,,,0
21600.0,22200.0,-26534,9.53,0.18,0.18,1,0.09,13.93,0.0,1
21600.0,22200.0,-26535,7.12,0.28,0.28,1,0.37,9.56,0.0,1
21600.0,22200.0,-26536,10.94,1.32,1.32,8,1.03,9.02,9.0,9
21600.0,22200.0,-26537,7.96,0.42,0.42,2,0.43,25.19,0.0,1
21600.0,22200.0,-26538,,,,0,,,,0
21600.0,22200.0,-26539,7.98,0.22,0.22,1,0.1,15.01,0.0,1
21600.0,22200.0,-2654,23.12,0.22,0.22,3,0.19,16.23,0.0,3
21600.0,22200.0,-26540,,,,0,,,,0
21600.0,22200.0,-26541,7.79,1.11,1.11,4,0.79,20.09,0.0,3
21600.0,22200.0,-26542,,,,0,,,,0
21600.0,22200.0,-26543,,,,0,,,,0
21600.0,22200.0,-26544,,,,0,,,,0
21600.0,22200.0,-26545,,,,0,,,,0
21600.0,22200.0,-26546,13.09,0.28,0.28,2,0.13,3.78,0.0,2
21600.0,22200.0,-26547,13.05,1.19,1.19,9,0.57,9.16,0.0,8
21600.0,22200.0,-26548,8.15,0.2,0.2,1,0.1,23.11,0.0,0
21600.0,22200.0,-26549,16.21,0.23,0.11,2,0.11,5.94,0.0,2
21600.0,22200.0,-2655,18.7,0.81,0.81,9,0.39,25.55,5.0,9
21600.0,22200.0,-26550,8.27,1.05,1.05,5,0.5,10.7,0.0,4
21600.0,22200.0,-26551,6.6,3.17,3.17,12,2.44,28.58,56.0,12
21600.0,22200.0,-26552,,,,0,,,,0
21600.0,22200.0,-26553,,,,0,,,,0
21600.0,22200.0,-26554,13.79,2.59,2.59,19,1.27,3.17,0.0,19
21600.0,22200.0,-26555,7.3,0.23,0.23,1,0.11,23.96,0.0,0
21600.0,22200.0,-26556,,,,0,,,,0
21600.0,22200.0,-26557,7.07,0.24,0.24,1,0.11,8.0,0.0,0
21600.0,22200.0,-26558,5.93,0.58,0.58,2,0.27,26.62,0.0,2
21600.0,22200.0,-26559,7.33,1.61,1.61,5,0.55,1.36,0.0,4
21600.0,22200.0,-2656,7.6,0.45,0.22,2,0.23,22.28,0.0,1
21600.0,22200.0,-26560,,,,0,,,,0
21600.0,22200.0,-26561,16.78,1.9,1.9,18,1.01,5.3,0.0,17
21600.0,22200.0,-26562,14.82,5.39,5.39,42,2.62,2.83,0.0,43
21600.0,22200.0,-26563,,,,0,,,,0
21600.0,22200.0,-26564,16.18,0.23,0.23,2,0.1,2.59,0.0,2
21600.0,22200.0,-26565,8.4,0.2,0.2,1,0.1,41.07,0.0,1
21600.0,22200.0,-26566,7.95,0.63,0.63,3,0.31,43.12,0.0,2
21600.0,22200.0,-26567,,,,0,,,,0
21600.0,22200.0,-26568,,,,0,,,,0
21600.0,22200.0,-26569,6.61,2.4,2.4,8,0.97,3.04,0.0,6
21600.0,22200.0,-2657,7.88,1.55,0.78,6,0.43,4.01,0.0,6
21600.0,22200.0,-26570,14.13,0.33,0.33,2,0.16,10.64,0.0,2
21600.0,22200.0,-26571,6.67,0.26,0.26,1,0.12,14.03,0.0,1
21600.0,22200.0,-26572,,,,0,,,,0
21600.0,22200.0,-26573,,,,0,,,,0
21600.0,22200.0,-26574,11.48,1.27,1.27,8,0.61,18.04,0.0,9
21600.0,22200.0,-26575,15.1,0.23,0.23,2,0.11,6.43,0.0,2
21600.0,22200.0,-26576,7.49,0.22,0.22,1,0.33,13.57,0.0,0
21600.0,22200.0,-26577,7.6,0.23,0.23,1,0.11,20.97,0.0,1
21600.0,22200.0,-26578,7.64,0.22,0.22,1,0.33,14.7,0.0,0
21600.0,22200.0,-26579,,,,0,,,,0
21600.0,22200.0,-2658,,,,0,,,,0
21600.0,22200.0,-26580,,,,0,,,,0
21600.0,22200.0,-26581,,,,0,,,,0
21600.0,22200.0,-26582,7.15,0.5,0.5,2,0.23,9.12,0.0,2
21600.0,22200.0,-26583,14.19,0.6,0.6,5,0.29,15.58,0.0,5
21600.0,22200.0,-26584,15.22,0.24,0.24,2,0.11,3.58,0.0,2
21600.0,22200.0,-26585,7.94,0.42,0.42,2,0.2,10.98,0.0,0
21600.0,22200.0,-26586,7.46,0.98,0.98,4,0.49,7.6,0.0,4
21600.0,22200.0,-26587,8.37,0.2,0.2,1,0.1,21.69,0.0,1
21600.0,22200.0,-26588,8.79,0.19,0.19,1,0.3,24.39,0.0,0
21600.0,22200.0,-26589,,,,0,,,,0
21600.0,22200.0,-2659,,,,0,,,,0
21600.0,22200.0,-26590,21.01,0.08,0.08,1,0.04,4.8,0.0,0
21600.0,22200.0,-26591,,,,0,,,,0
21600.0,22200.0,-26592,9.19,0.18,0.18,1,0.09,7.03,0.0,0
21600.0,22200.0,-26593,,,,0,,,,0
21600.0,22200.0,-26594,,,,0,,,,0
21600.0,22200.0,-26595,,,,0,,,,0
21600.0,22200.0,-26596,7.36,0.24,0.24,1,0.11,14.39,0.0,1
21600.0,22200.0,-26597,,,,0,,,,0
21600.0,22200.0,-26598,8.43,0.2,0.2,1,0.09,6.86,0.0,0
21600.0,22200.0,-26599,8.27,2.25,2.25,10,1.1,27.72,0.0,9
21600.0,22200.0,-2660,5.98,0.62,0.31,2,0.27,16.25,5.0,2
21600.0,22200.0,-26600,,,,0,,,,0
21600.0,22200.0,-26601,6.71,0.25,0.25,1,0.12,33.38,0.0,0
21600.0,22200.0,-26602,7.97,0.49,0.49,2,0.44,7.98,0.0,2
21600.0,22200.0,-26603,,,,0,,,,0
21600.0,22200.0,-26604,12.63,1.5,1.5,11,0.72,8.97,0.0,9
21600.0,22200.0,-26605,,,,0,,,,0
21600.0,22200.0,-26606,15.8,5.34,5.34,46,2.66,3.34,0.0,46
21600.0,22200.0,-26607,,,,0,,,,0
21600.0,22200.0,-26608,,,,0,,,,0
21600.0,22200.0,-26609,11.71,1.65,1.65,11,0.77,7.35,0.0,11
21600.0,22200.0,-2661,7.68,0.05,0.03,0,0.01,25.37,0.0,1
21600.0,22200.0,-26610,11.24,0.48,0.48,3,0.21,3.66,0.0,2
21600.0,22200.0,-26611,,,,0,,,,0
21600.0,22200.0,-26612,8.06,0.21,0.21,1,0.1,13.02,0.0,0
21600.0,22200.0,-26613,13.3,1.2,1.2,9,0.71,8.46,0.0,10
21600.0,22200.0,-26614,,,,0,,,,0
21600.0,22200.0,-26615,,,,0,,,,0
21600.0,22200.0,-26616,8.2,0.41,0.41,2,0.2,24.56,0.0,0
21600.0,22200.0,-26617,,,,0,,,,0
21600.0,22200.0,-26618,16.6,0.33,0.17,3,0.13,5.51,0.0,3
21600.0,22200.0,-26619,8.18,0.63,0.63,3,0.3,22.43,0.0,3
21600.0,22200.0,-2662,,,,0,,,,0
21600.0,22200.0,-26620,7.97,1.08,1.08,5,0.52,19.8,0.0,5
21600.0,22200.0,-26621,8.27,0.45,0.45,2,0.43,10.28,0.0,2
21600.0,22200.0,-26622,4.73,0.47,0.47,1,0.17,2.53,0.0,1
21600.0,22200.0,-26623,5.69,0.29,0.29,1,0.14,19.8,0.0,0
21600.0,22200.0,-26624,,,,0,,,,0
21600.0,22200.0,-26625,,,,0,,,,0
21600.0,22200.0,-26626,7.3,0.48,0.48,2,0.22,16.07,0.0,2
21600.0,22200.0,-26627,7.06,0.53,0.53,1,0.23,6.09,0.0,2
21600.0,22200.0,-26628,6.96,0.25,0.25,1,0.12,28.81,0.0,1
21600.0,22200.0,-26629,,,,0,,,,0
21600.0,22200.0,-2663,16.43,3.96,3.96,34,1.87,2.24,0.0,34
21600.0,22200.0,-26630,,,,0,,,,0
21600.0,22200.0,-26631,,,,0,,,,0
21600.0,22200.0,-26632,,,,0,,,,0
21600.0,22200.0,-26633,7.78,0.22,0.22,1,0.11,27.87,0.0,1
21600.0,22200.0,-26634,8.51,0.39,0.39,2,0.19,24.82,0.0,0
21600.0,22200.0,-26635,,,,0,,,,0
21600.0,22200.0,-26636,,,,0,,,,0
21600.0,22200.0,-26637,6.59,0.35,0.35,1,0.13,2.03,0.0,1
21600.0,22200.0,-26638,,,,0,,,,0
21600.0,22200.0,-26639,6.94,0.24,0.24,1,0.12,28.87,0.0,0
21600.0,22200.0,-2664,,,,0,,,,0
21600.0,22200.0,-26640,,,,0,,,,0
21600.0,22200.0,-26641,6.96,1.1,1.1,4,0.47,4.9,0.0,4
21600.0,22200.0,-26642,7.91,0.45,0.45,2,0.25,13.11,0.0,2
21600.0,22200.0,-26643,,,,0,,,,0
21600.0,22200.0,-26644,7.66,0.9,0.9,2,0.45,8.35,0.0,3
21600.0,22200.0,-26645,6.24,0.27,0.27,1,0.13,16.45,0.0,0
21600.0,22200.0,-26646,,,,0,,,,0
21600.0,22200.0,-26647,,,,0,,,,0
21600.0,22200.0,-26648,8.59,0.5,0.5,1,0.25,32.06,0.0,3
21600.0,22200.0,-26649,8.35,0.21,0.21,1,0.1,14.68,0.0,1
21600.0,22200.0,-2665,,,,0,,,,0
21600.0,22200.0,-26650,12.84,1.36,1.36,10,0.65,8.16,0.0,10
21600.0,22200.0,-26651,9.8,0.17,0.17,1,0.08,23.59,0.0,0
21600.0,22200.0,-26652,8.22,0.61,0.61,3,0.3,19.15,0.0,0
21600.0,22200.0,-26653,7.59,0.3,0.3,1,0.15,30.83,0.0,2
21600.0,22200.0,-26654,16.06,2.72,2.72,24,1.4,6.83,0.0,25
21600.0,22200.0,-26655,8.23,0.22,0.22,1,0.1,8.32,0.0,1
21600.0,22200.0,-26656,6.35,2.36,2.36,8,1.01,6.11,0.0,8
21600.0,22200.0,-26657,12.74,0.41,0.41,3,0.19,7.11,0.0,3
21600.0,22200.0,-26658,,,,0,,,,0
